individualID	populationID	populationName	location	geographicRegion	fromHGDP-CEPH-dataSet[RosenbergEtAl2005]?	fromNativeAmerican-dataSet[WangEtAl2007]?	fromLatino-dataSet[WangEtAl2008]?	fromJewish-dataSet[KopelmanEtAl2009]?	fromAsianIndian-dataSet[RosenbergEtAl2006]?	fromChhaGaamPatel-dataSet[PembertonEtAl2012]?	fromPacificIslander-dataSet[FriedlaenderEtAl2008]?	fromAfrican-dataSet[TishkoffEtAl2009]?	fromChimpanzee-dataSet[BecquetEtAl2007]?	inMS5795	inMS5547	inMS5435	inMS5592	inMS5362	inMS5255	inMS5879	inMS5631	inMS5519	inMS5676	inMS5446	inMS5339
4700096	516	Telugu	India	CENTRAL_SOUTH_ASIA	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
6100076	516	Telugu	India	CENTRAL_SOUTH_ASIA	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
6600021	516	Telugu	India	CENTRAL_SOUTH_ASIA	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
9400079	516	Telugu	India	CENTRAL_SOUTH_ASIA	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
10600087	516	Telugu	India	CENTRAL_SOUTH_ASIA	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
10600097	516	Telugu	India	CENTRAL_SOUTH_ASIA	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
12200098	516	Telugu	India	CENTRAL_SOUTH_ASIA	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
15200093	516	Telugu	India	CENTRAL_SOUTH_ASIA	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
19500023	516	Telugu	India	CENTRAL_SOUTH_ASIA	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
26500077	516	Telugu	India	CENTRAL_SOUTH_ASIA	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
26600078	516	Telugu	India	CENTRAL_SOUTH_ASIA	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
26700081	516	Telugu	India	CENTRAL_SOUTH_ASIA	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
26800082	516	Telugu	India	CENTRAL_SOUTH_ASIA	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
26900086	516	Telugu	India	CENTRAL_SOUTH_ASIA	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
27000091	516	Telugu	India	CENTRAL_SOUTH_ASIA	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
27200099	516	Telugu	India	CENTRAL_SOUTH_ASIA	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
60300085	516	Telugu	India	CENTRAL_SOUTH_ASIA	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
114000347	516	Telugu	India	CENTRAL_SOUTH_ASIA	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
316000397	516	Telugu	India	CENTRAL_SOUTH_ASIA	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
774	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
775	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
776	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
777	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
778	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
779	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
780	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
781	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
782	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
783	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
784	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
785	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
786	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
811	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
812	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
813	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
814	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
815	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
817	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
818	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
819	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
820	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
821	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
822	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
971	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
972	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
973	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
974	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
975	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
976	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
977	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1021	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1023	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1024	601	Han	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1287	602	Han-NChina	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1288	602	Han-NChina	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1289	602	Han-NChina	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1290	602	Han-NChina	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1291	602	Han-NChina	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1292	602	Han-NChina	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1293	602	Han-NChina	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1294	602	Han-NChina	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1295	602	Han-NChina	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1296	602	Han-NChina	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1307	606	Dai	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1308	606	Dai	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1309	606	Dai	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1310	606	Dai	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1311	606	Dai	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1312	606	Dai	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1313	606	Dai	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1314	606	Dai	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1315	606	Dai	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1316	606	Dai	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1213	607	Daur	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1214	607	Daur	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1215	607	Daur	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1216	607	Daur	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1217	607	Daur	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1218	607	Daur	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1219	607	Daur	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1220	607	Daur	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1221	607	Daur	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1222	607	Daur	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1233	608	Hezhen	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1234	608	Hezhen	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1236	608	Hezhen	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1237	608	Hezhen	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1238	608	Hezhen	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1239	608	Hezhen	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1240	608	Hezhen	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1241	608	Hezhen	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1242	608	Hezhen	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1317	611	Lahu	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1318	611	Lahu	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1319	611	Lahu	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1320	611	Lahu	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1321	611	Lahu	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1322	611	Lahu	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1323	611	Lahu	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1324	611	Lahu	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0
1325	611	Lahu	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0
1326	611	Lahu	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1189	612	Miao	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1190	612	Miao	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1191	612	Miao	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1192	612	Miao	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1193	612	Miao	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1194	612	Miao	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1195	612	Miao	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1196	612	Miao	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1197	612	Miao	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1198	612	Miao	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1203	613	Oroqen	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1204	613	Oroqen	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1205	613	Oroqen	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1206	613	Oroqen	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1207	613	Oroqen	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1208	613	Oroqen	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1209	613	Oroqen	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1210	613	Oroqen	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0
1211	613	Oroqen	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1212	613	Oroqen	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1327	615	She	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1328	615	She	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1329	615	She	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1330	615	She	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1331	615	She	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1332	615	She	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1333	615	She	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1334	615	She	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1335	615	She	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1336	615	She	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1095	616	Tujia	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1096	616	Tujia	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1097	616	Tujia	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1098	616	Tujia	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1099	616	Tujia	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1100	616	Tujia	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1101	616	Tujia	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1102	616	Tujia	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1103	616	Tujia	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1104	616	Tujia	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1347	617	Tu	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1348	617	Tu	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1349	617	Tu	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1350	617	Tu	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1351	617	Tu	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1352	617	Tu	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1353	617	Tu	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1354	617	Tu	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1355	617	Tu	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1356	617	Tu	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1243	618	Xibo	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1244	618	Xibo	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1245	618	Xibo	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1246	618	Xibo	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1247	618	Xibo	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1248	618	Xibo	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1249	618	Xibo	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1250	618	Xibo	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1251	618	Xibo	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1179	619	Yi	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1180	619	Yi	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1181	619	Yi	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1182	619	Yi	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1183	619	Yi	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1184	619	Yi	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1185	619	Yi	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1186	619	Yi	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1187	619	Yi	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1188	619	Yi	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1223	622	Mongola	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1224	622	Mongola	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1225	622	Mongola	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1226	622	Mongola	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1227	622	Mongola	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1228	622	Mongola	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1229	622	Mongola	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1230	622	Mongola	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1231	622	Mongola	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1232	622	Mongola	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1337	625	Naxi	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1338	625	Naxi	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1339	625	Naxi	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1340	625	Naxi	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1341	625	Naxi	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1342	625	Naxi	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1343	625	Naxi	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0
1344	625	Naxi	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1345	625	Naxi	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1346	625	Naxi	China	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1297	629	Uygur	China	CENTRAL_SOUTH_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1298	629	Uygur	China	CENTRAL_SOUTH_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1299	629	Uygur	China	CENTRAL_SOUTH_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1300	629	Uygur	China	CENTRAL_SOUTH_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1301	629	Uygur	China	CENTRAL_SOUTH_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1302	629	Uygur	China	CENTRAL_SOUTH_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1303	629	Uygur	China	CENTRAL_SOUTH_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1304	629	Uygur	China	CENTRAL_SOUTH_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1305	629	Uygur	China	CENTRAL_SOUTH_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
1306	629	Uygur	China	CENTRAL_SOUTH_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
711	677	Cambodian	Cambodia	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
712	677	Cambodian	Cambodia	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
713	677	Cambodian	Cambodia	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
714	677	Cambodian	Cambodia	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
715	677	Cambodian	Cambodia	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
716	677	Cambodian	Cambodia	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
717	677	Cambodian	Cambodia	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
718	677	Cambodian	Cambodia	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0
719	677	Cambodian	Cambodia	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
720	677	Cambodian	Cambodia	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
721	677	Cambodian	Cambodia	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
747	684	Japanese	Japan	EAST_ASIA	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1
